Id,Review,Sentiment
611,It doesn't work in Europe or Asia.,0
612,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
613,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
614,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
615,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
616,the charger worked for about a week and then completely stopped charging my phone.,0
617,Poor product.,0
618,However I needed some better instructions.,0
619,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
620,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
621,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
622,DO NOT BUY DO NOT BUYIT SUCKS,0
623,This is a great product..... sure beats using your fingers!.,1
624,"Plus, I seriously do not believe it is worth its steep price point.",0
625,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
626,Very Dissapointing Performance.,0
627,Don't make the same mistake that I did and please don't buy this phone.,0
628,This phone might well be the worst I've ever had in any brand.,0
629,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
630,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
631,Don't bother - go to the store.,0
632,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1
633,I did not have any problem with this item and would order it again if needed.,1
634,You get what you pay for I guess.,0
635,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1
636,im surprised this is a good quality car charger and there's not much reviews about it.,1
637,These are fabulous!,1
638,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
639,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1
640,Disappointing accessory from a good manufacturer.,0
641,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
642,Very wind-resistant.,1
643,"Obviously they have a terrible customer service, so you get what you pay for.",0
644,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1
645,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
646,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
647,Phone is sturdy as all nokia bar phones are.,1
648,Great phone.,1
649,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
650,I'm pleased.,1
651,Battery is terrible.,0
652,I found the product to be easy to set up and use.,1
653,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0
654,Utter crap.. Sound quality is TERRIBLE.,0
655,"The charger arrived within the promised timeframe, but it did not work.",0
656,"No ear loop needed, it's tiny and the sound is great.",1
657,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
658,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
659,Talk about USELESS customer service.,0
660,"It felt too light and ""tinny."".",0
661,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
662,I'm happy about this purchase- good quality and low price.,1
663,I love the look and feel of Samsung flipphones.,1
664,Its well-designed and very sharp -- the blue is a very nice color.,1
665,Does everything it should and more.,1
666,I could not recommend these more.,0
667,Nice Sound.,1
668,"Looks good in the picture, but this case was a huge disappointment!!",0
669,Much less than the jawbone I was going to replace it with.,1
670,Setup went very smoothly.,1
671,its extremely slow and takes forever to do anything with it.,0
672,"A must study for anyone interested in the ""worst sins"" of industrial design.",0
673,The first thing that happened was that the tracking was off.,0
674,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1
675,Then I had to continue pairing it periodically since it somehow kept dropping.,0
676,Can't upload ringtones from a third party.,0
677,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0
678,Truly awful.,0
679,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
680,The volume for the ringer is REAL good (you have choices how loud).,1
681,And none of the tones is acceptable.,0
682,camera color balance is AWFUL.,0
683,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0
684,I love the ringtones because they are so upbeat!,1
685,Chinese Forgeries Abound!.,0
686,Easy to pair with my Samsung Cell.,1
687,The instructions didn't explain that a microphone jack could be used.,0
688,i would advise to not purchase this item it never worked very well.,0
689,Too bad you have to pay up to $$$ a month for the service!,0
690,Works well.,1
691,The nokia CA-42 USB cable did not work with my phone.,0
692,Clear crisp sound.,1
693,"I have to use the smallest earpieces provided, but it stays on pretty well.",1
694,"The biggest complaint I have is, the battery drains superfast.",0
695,The design might be ergonomic in theory but I could not stand having these in my ear.,0
696,Do NOT buy if you want to use the holster.,0
697,The phone can also take great pictures and even video clips.,1
698,It doesn't make you look cool.,0
699,"Because both ears are occupied, background is not distracting at all.",1
700,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
701,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
702,You can't beat the price on these.,1
703,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1
704,lightweight and works well.,1
705,So just beware.,0
706,I love this cable - it allows me to connect any mini-USB device to my PC.,1
707,So anyone near you will hear part of your conversation.,0
708,This is cool because most cases are just open there allowing the screen to get all scratched up.,1
709,I bought this phone as a replacement for my StarTac and have regretted it since.,0
710,Appears to actually outperform the original battery from China that came with my V325i.,1
711,Can't store anything but phone numbers to SIM.,0
712,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
713,Poor quality.,0
714,"jabra ear gels ""R"" the best!.",1
715,Not worth it.,0
716,The phone crashed completely and now I have to get it replaced.,0
717,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
718,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0
719,It was a great phone.,1
720,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0
721,"Good value, works fine - power via USB, car, or wall outlet.",1
722,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
723,This is simply the BEST bluetooth headset for sound quality!,1
724,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0
725,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1
726,I have always used corded headsets and the freedom from the wireless is very helpful.,1
727,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
728,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
729,It has everything I need and I couldn't ask for more.,1
730,After receiving and using the product for just 2 days it broke.,0
731,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1
732,None of the three sizes they sent with the headset would stay in my ears.,0
733,T-Mobile has the best customer service anywhere.,1
734,Arrived quickly and much less expensive than others being sold.,1
735,We have tried 2 units and they both failed within 2 months.. Pros,0
736,"Provides good protection and looks classy, too.",1
737,Krussel Always good.,1
738,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
739,The design is very good.4.,1
740,I great reception all the time.,1
741,I would highly recommend this product.,1
742,"Couldn't use the unit with sunglasses, not good in Texas!",0
743,It dit not work most of the time with my Nokia 5320.,0
744,"Bought mainly for the charger, which broke soon after purchasing.",0
745,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
746,Fantastic buy and will get again for whatever my next phone is,1
747,"stay away from this store, be careful.",0
748,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1
749,Does not fit.,0
750,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1
751,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1
752,disappointing.,0
753,Blue Ant is easy to use.,1
754,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1
755,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
756,Then a few days later the a puff of smoke came out of the phone while in use.,0
757,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
758,The nano stated it.My son was dissapointed.,0
759,The sound quality is excellent as well.,1
760,Its the best headset I have used.,1
761,Would not reccommend.,0
762,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
763,Just what I wanted.,1
764,This particular model would not work with my Motorola Q smartphone.,0
765,wont work right or atleast for me.,0
766,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
767,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
768,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
769,Great product.,1
770,Crisp and Clear.,1
771,AFter the first charge kept going dead after 12 minutes.,0
772,"VERY cheap plastic, creaks like an old wooden floor.",0
773,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0
774,The reception has been generally good.,1
775,"Excellent sound, battery life and inconspicuous to boot!.",1
776,Great bluetooth!.,1
777,I highly recommend this case.,1
778,WORTHWHILE.,1
779,This is a great deal.,1
780,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0
781,I am sorry I made this purchase.,0
782,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
783,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
784,It was horrible!.,0
785,I don't think it would hold it too securly on your belt.,0
786,This allows the possibility of double booking for the same date and time after the first.,0
787,They work about 2 weeks then break.,0
788,It is simple to use and I like it.,1
789,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
790,I can't use this case because the smell is disgusting.,0
791,NOT WHAT I WANTED.,0
792,I own 2 of these cases and would order another.,1
793,Great Phone.,1
794,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
795,"The internet access was fine, it the rare instance that it worked.",0
796,Perfect for the PS3.,1
797,"Five star Plus, plus.",1
798,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
799,$50 Down the drain.,0
800,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
801,"Good , works fine.",1
802,For the price this was a great deal.,1
803,"Great price, too!",1
804,"If there is a wind, it is completely useless.",0
805,Yes it's shiny on front side - and I love it!,1
806,Does Not Work.,0
807,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0
808,The reception through this headset is excellent.,1
809,2 thumbs up to this seller,1
810,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
811,Improper description.... I had to return it.,0
812,#1 It Works - #2 It is Comfortable.,1
813,Battery charge-life is quite long.,1
814,The Jabra EarGels fit my ears very well.,1
815,Battery has no life.,0
816,I checked everywhere and there is no feature for it which is really disappointing.,0
817,Product is exactly as described.,1
818,Gets a signal when other Verizon phones won't.,1
819,Doesn't do the job.,0
820,I would recommend it.,1
821,Plan on ordering from them again and again.,1
822,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1
823,I have been very satisfied with this cell phone from day one.,1
824,They keep getting better and better (this is my third one and I've had numerous Palms too).,1
825,Awkward to use and unreliable.,0
826,The shipping time was also very quick!,1
827,Not as good as I had hoped.,0
828,Good case!.,1
829,Doesn't Work.,0
830,Really good product.,1
831,Unfortunately it did not work.,0
832,All three broke within two months of use.,0
833,dont buy it.,0
834,"My father has the V265, and the battery is dying.",0
835,"However, the ear pads come off easily and after only one week I lost one.",0
836,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0
837,"Horrible, horrible protector.",0
838,I don't like this Nokia either.,0
839,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
840,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0
841,It would take too long to describe how bad my customer service experience has been with Amazon.,0
842,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0
843,Terrible.. My car will not accept this cassette.,0
844,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0
845,It's not what it says it is.,0
846,Stay Away From the Q!.,0
847,Used and dirty.,0
848,Very unreliable service from T-mobile !,0
849,Not good enough for the price.,0
850,I bought two of them and neither will charge.,0
851,It looks very nice.,1
852,"This is an excellent tool, especially when paired with your phone's auto-answer.",1
853,I have read other's reviews here but I haven't had any problem with it.,1
854,These products cover up the important light sensor above the ear outlet.,0
855,Comfortable in my hand.,1
856,Just does not work.,0
857,Poor Reliability.,0
858,(It works!),1
859,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0
860,"Terrible product, and waste of money!",0
861,Last time buying from you.,0
862,It was a waste of my money.,0
863,So far it has worked like a charm.,1
864,"I have only had it for a few weeks, but so far, so good.",1
865,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1
866,Would recommend this item.,1
867,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
868,"Nice case, feels good in your hands.",1
869,The item received was Counterfeit.,0
870,"Just really good.. So far, probably the best BT headset I have ever had.",1
871,Works fine.,1
872,I received my headset in good time and was happy with it.,1
873,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
874,My sister has one also and she loves it.,1
875,Good Quality.,1
876,This is by far the worst purchase I've made on Amazon.,0
877,Excellent dual-purpose headset.,1
878,Excellent!.,1
879,Does not work for listening to music with the cingular 8125.,0
880,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1
881,"The bottowm line...another worthless, cheap gimmick from Sprint.",0
882,Having trouble with volume.,0
883,The only good thing was that it fits comfortably on small ears.,1
884,WARNING - DO NOT BUY!!.,0
885,"I am pairing this with my iphone, and I could not be happier with it so far.",1
886,"When it opens, the battery connection is broken and the device is turned off.",0
887,"I didn't want the clip going over the top of my ear, causing discomfort.",0
888,Best headset ever!!!.,1
889,Don't trust their website and don't expect any helpful support.,0
890,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1
891,The speaker is of low quality so as making the ring tones sound very cheap.,0
892,"Fits comfortably, came with three sizes of earbud tips.",1
893,Excellent product for the price.,1
894,Bad Reception.,0
895,This product is very High quality Chinese CRAP!!!!!!,0
896,It was quite comfortable in the ear.,1
897,Great phone.,1
898,Don't buy this product - It fails!.,0
899,Everything about this product is wrong.First,0
900,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1
901,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
902,Terrible phone holder.,0
903,The cutouts and buttons are placed perfectly.,1
904,I love being able to use one headset for both by land-line and cell.,1
905,Problem is that the ear loops are made of weak material and break easily.,0
906,Not nearly as good looking as the AMAZON picture makes it look.,0
907,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1
908,How stupid is that?,0
909,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1
910,Seller shipped quickly and much cheaper than the competitors.,1
911,"Good show, Samsung.",1
912,So I bought about 10 of these and saved alot of money.,1
913,It always cuts out and makes a beep beep beep sound then says signal failed.,0
914,Couldn't figure it out,0
915,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0
916,So I had to take the battery out of the phone put it all back together and then restart it.,0
917,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
918,Leopard Print is wonderfully wild!.,1
919,Works for me.,1
920,"Saggy, floppy piece of junk.",0
921,much better than the hard plastic cases.,1
922,It also had a new problem.,0
923,Happy so far!.,1
924,cool phone.,1
925,Works good.,1
926,Motorola finally got the voice quality of a bluetooth headset right.,1
927,It looses connection to the phone even when it is within a couple feet between the two.,0
928,"but it is great, i would really recommend it",1
929,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0
930,As I said above....PRETTY USELESS!,0
931,Never got it!!!!!,0
932,This pair of headphones is the worst that I have ever had sound-wise.,0
933,[...] down the drain because of a weak snap!,0
934,Does not charge the Cingular (ATT) 8525 phone.,0
935,"You get extra minutes so that you can carry out the call and not get cut off.""",1
936,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0
937,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
938,The headset fulfills my requirements so I am happy with my purchase.,1
939,Logitech Bluetooth Headset is a 10!.,1
940,"I like the fact that it rests lightly against your ear, rather than inside.",1
941,A lot of websites have been rating this a very good phone and so do I.,1
942,I have tried these cables with my computer and my iPod and it works just fine.,1
943,"The mic there is a joke, and the volume is quite low.",0
944,I'm returning them.,0
945,I does not maintain a connection with the computer while it is on my lap.,0
946,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
947,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
948,"Otherwise, easy to install and use, clear sound.",1
949,nice leather.,1
950,I had to purchase a different case.,0
951,It is a joy to use.,1
952,Very much disappointed with this company.,0
953,Very satisifed with that.,1
954,It didn't charge for me.,0
955,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1
956,Buttons are too small.,0
957,Just reading on the specs alone makes you say WOW.,1
958,Love it.. Great armband.,1
959,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
960,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0
961,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
962,I was very impressed with the price of the cases.,1
963,Also makes it easier to hold on to.,1
964,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1
965,It's pretty easy.,1
966,I cannot make calls at certain places.,0
967,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0
968,Beautiful styling though.,1
969,This company charge me a restocking fee and still not given me my refund back.,0
970,I'm trying to return it for a refund.,0
971,I plugged it in only to find out not a darn thing worked.,0
972,Excellent product.,1
973,Earbud piece breaks easily.,0
974,Lousy product.,0
975,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
976,It is the best charger I have seen on the market yet.,1
977,SWEETEST PHONE!!!,1
978,":-)Oh, the charger seems to work fine.",1
979,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1
980,Not enough volume.,0
981,Echo Problem....Very unsatisfactory,0
982,you could only take 2 videos at a time and the quality was very poor.,0
983,don't waste your money.,0
984,I am going to have to be the first to negatively review this product.,0
985,Adapter does not provide enough charging current.,0
986,"There was so much hype over this phone that I assumed it was the best, my mistake.",0
987,You also cannot take pictures with it in the case because the lense is covered.,0
988,Phone falls out easily.,0
989,"It didn't work, people can not hear me when I talk.",0
990,The text messaging feature is really tricky to use.,0
991,I'm really disappointed all I have now is a charger that doesn't work.,0
992,Painful on the ear.,0
993,Lasted one day and then blew up.,0
994,disappointed.,0
995,Kind of flops around.,0
996,The screen does get smudged easily because it touches your ear and face.,0
997,What a piece of junk.. I lose more calls on this phone.,0
998,Item Does Not Match Picture.,0
999,The only thing that disappoint me is the infra red port (irda).,0
1000,"You can not answer calls with the unit, never worked once!",0
1001,Wow... Loved this place.,1
1002,Crust is not good.,0
1003,Not tasty and the texture was just nasty.,0
1004,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1
1005,The selection on the menu was great and so were the prices.,1
1006,Now I am getting angry and I want my damn pho.,0
1007,Honeslty it didn't taste THAT fresh.),0
1008,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0
1009,The fries were great too.,1
1010,A great touch.,1
1011,Service was very prompt.,1
1012,Would not go back.,0
1013,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0
1014,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1
1015,I was disgusted because I was pretty sure that was human hair.,0
1016,I was shocked because no signs indicate cash only.,0
1017,Highly recommended.,1
1018,Waitress was a little slow in service.,0
1019,"This place is not worth your time, let alone Vegas.",0
1020,did not like at all.,0
1021,The Burrittos Blah!,0
1022,"The food, amazing.",1
1023,Service is also cute.,1
1024,I could care less... The interior is just beautiful.,1
1025,So they performed.,1
1026,That's right....the red velvet cake.....ohhh this stuff is so good.,1
1027,#NAME?,0
1028,"This hole in the wall has great Mexican street tacos, and friendly staff.",1
1029,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0
1030,The worst was the salmon sashimi.,0
1031,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1
1032,This was like the final blow!,0
1033,I found this place by accident and I could not be happier.,1
1034,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0
1035,"Overall, I like this place a lot.",1
1036,The only redeeming quality of the restaurant was that it was very inexpensive.,1
1037,Ample portions and good prices.,1
1038,"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0
1039,My first visit to Hiro was a delight!,1
1040,Service sucks.,0
1041,The shrimp tender and moist.,1
1042,There is not a deal good enough that would drag me into that establishment again.,0
1043,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0
1044,"On a positive note, our server was very attentive and provided great service.",1
1045,"Frozen pucks of disgust, with some of the worst people behind the register.",0
1046,The only thing I did like was the prime rib and dessert section.,1
1047,It's too bad the food is so damn generic.,0
1048,"The burger is good beef, cooked just right.",1
1049,If you want a sandwich just go to any Firehouse!!!!!,1
1050,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
1051,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1
1052,He came running after us when he realized my husband had left his sunglasses on the table.,1
1053,Their chow mein is so good!,1
1054,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
1055,The portion was huge!,1
1056,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1
1057,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0
1058,Not much seafood and like 5 strings of pasta at the bottom.,0
1059,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1
1060,"The ripped banana was not only ripped, but petrified and tasteless.",0
1061,At least think to refill my water before I struggle to wave you over for 10 minutes.,0
1062,This place receives stars for their APPETIZERS!!!,1
1063,The cocktails are all handmade and delicious.,1
1064,We'd definitely go back here again.,1
1065,We are so glad we found this place.,1
1066,"Great food and service, huge portions and they give a military discount.",1
1067,Always a great time at Dos Gringos!,1
1068,Update.....went back for a second time and it was still just as amazing,1
1069,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0
1070,A great way to finish a great.,1
1071,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
1072,#NAME?,1
1073,The service was meh.,0
1074,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
1075,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0
1076,The scallop dish is quite appalling for value as well.,0
1077,2 times - Very Bad Customer Service !,0
1078,The sweet potato fries were very good and seasoned well.,1
1079,Today is the second time I've been to their lunch buffet and it was pretty good.,1
1080,There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0
1081,Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0
1082,walked in and the place smelled like an old grease trap and only 2 others there eating.,0
1083,The turkey and roast beef were bland.,0
1084,This place has it!,1
1085,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0
1086,I love the Pho and the spring rolls oh so yummy you have to try.,1
1087,The poor batter to meat ratio made the chicken tenders very unsatisfying.,0
1088,All I have to say is the food was amazing!!!,1
1089,Omelets are to die for!,1
1090,Everything was fresh and delicious!,1
1091,"In summary, this was a largely disappointing dining experience.",0
1092,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
1093,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
1094,Best breakfast buffet!!!,1
1095,say bye bye to your tip lady!,0
1096,We'll never go again.,0
1097,Will be back again!,1
1098,Food arrived quickly!,1
1099,It was not good.,0
1100,"On the up side, their cafe serves really good food.",1
1101,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1102,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1
1103,"Best Buffet in town, for the price you cannot beat it.",1
1104,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
1105,This is one of the better buffets that I have been to.,1
1106,So we went to Tigerlilly and had a fantastic afternoon!,1
1107,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
1108,The ambience is wonderful and there is music playing.,1
1109,Will go back next trip out.,1
1110,Sooooo good!!,1
1111,"REAL sushi lovers, let's be honest - Yama is not that good.",0
1112,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0
1113,This is a really fantastic Thai restaurant which is definitely worth a visit.,1
1114,"Nice, spicy and tender.",1
1115,Good prices.,1
1116,Check it out.,1
1117,It was pretty gross!,0
1118,I've had better atmosphere.,0
1119,Kind of hard to mess up a steak but they did.,0
1120,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
1121,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0
1122,"Worst service to boot, but that is the least of their worries.",0
1123,Service was fine and the waitress was friendly.,1
1124,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1125,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
1126,"Host staff were, for lack of a better word, BITCHES!",0
1127,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0
1128,"Phenomenal food, service and ambiance.",1
1129,I wouldn't return.,0
1130,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1
1131,This place is way too overpriced for mediocre food.,0
1132,Penne vodka excellent!,1
1133,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
1134,The management is rude.,0
1135,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
1136,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
1137,I had a seriously solid breakfast here.,1
1138,This is one of the best bars with food in Vegas.,1
1139,"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0
1140,My drink was never empty and he made some really great menu suggestions.,1
1141,Don't do it!!!!,0
1142,The waiter wasn't helpful or friendly and rarely checked on us.,0
1143,My husband and I ate lunch here and were very disappointed with the food and service.,0
1144,And the red curry had so much bamboo shoots and wasn't very tasty to me.,0
1145,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1
1146,The bathrooms are clean and the place itself is well decorated.,1
1147,"The menu is always changing, food quality is going down & service is extremely slow.",0
1148,"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0
1149,I give it 2 thumbs down,0
1150,We watched our waiter pay a lot more attention to other tables and ignore us.,0
1151,My fiancé and I came in the middle of the day and we were greeted and seated right away.,1
1152,This is a great restaurant at the Mandalay Bay.,1
1153,We waited for forty five minutes in vain.,0
1154,Crostini that came with the salad was stale.,0
1155,Some highlights : Great quality nigiri here!,1
1156,the staff is friendly and the joint is always clean.,1
1157,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1
1158,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1
1159,this place is good.,1
1160,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0
1161,I came back today since they relocated and still not impressed.,0
1162,I was seated immediately.,1
1163,"Their menu is diverse, and reasonably priced.",1
1164,Avoid at all cost!,0
1165,Restaurant is always full but never a wait.,1
1166,DELICIOUS!!,1
1167,This place is hands-down one of the best places to eat in the Phoenix metro area.,1
1168,So don't go there if you are looking for good food...,0
1169,I've never been treated so bad.,0
1170,Bacon is hella salty.,1
